project,region,sector_code,investment_usd,database,db_data_source,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Construction,0.05257,17.49,1.37,0.0691,0.02524,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Energy_Utilities,0.08377,34.78,0.68,0.1858,0.05361,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Health_Social,0.05364,11.62,1.91,0.0808,0.03755,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Manufacturing,0.15086,87.02,2.11,0.3715,0.06336,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Mining_Extraction,0.13142,65.0,1.61,0.3883,0.0736,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Transport_Logistics,0.07073,17.32,1.17,0.0633,0.04244,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,5,Water_Waste,0.04041,7.24,0.9,0.5511,0.02788,19126.11,947.66,139.307,26.411
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Agriculture,0.01726,3.05,0.77,0.1595,0.01312,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Construction,0.02482,8.26,0.65,0.0326,0.01191,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Energy_Utilities,0.03955,16.42,0.32,0.0877,0.02531,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Health_Social,0.02533,5.49,0.9,0.0382,0.01773,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Manufacturing,0.07123,41.09,1.0,0.1754,0.02992,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Mining_Extraction,0.06204,30.69,0.76,0.1833,0.03474,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Transport_Logistics,0.0334,8.18,0.55,0.0299,0.02004,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,6,Water_Waste,0.01908,3.42,0.43,0.2602,0.01316,19242.71,953.04,140.274,26.577
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Agriculture,0.00815,1.44,0.36,0.0753,0.0062,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Construction,0.01172,3.9,0.31,0.0154,0.00562,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Energy_Utilities,0.01867,7.75,0.15,0.0414,0.01195,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Health_Social,0.01196,2.59,0.43,0.018,0.00837,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Manufacturing,0.03363,19.4,0.47,0.0828,0.01413,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Mining_Extraction,0.02929,14.49,0.36,0.0866,0.0164,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Transport_Logistics,0.01577,3.86,0.26,0.0141,0.00946,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,7,Water_Waste,0.00901,1.61,0.2,0.1229,0.00622,19297.75,955.58,140.731,26.655
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Agriculture,0.00385,0.68,0.17,0.0356,0.00293,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Construction,0.00553,1.84,0.14,0.0073,0.00266,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Energy_Utilities,0.00882,3.66,0.07,0.0196,0.00564,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Health_Social,0.00565,1.22,0.2,0.0085,0.00395,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Manufacturing,0.01588,9.16,0.22,0.0391,0.00667,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Mining_Extraction,0.01383,6.84,0.17,0.0409,0.00775,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Transport_Logistics,0.00745,1.82,0.12,0.0067,0.00447,19323.73,956.77,140.946,26.692
hospitals_P2,Africa,Health_Specialized,25000000.0,eora26,calibrated_benchmark,8,Water_Waste,0.00425,0.76,0.1,0.058,0.00293,19323.73,956.77,140.946,26.692
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Agriculture,1.5,200.81,30.6,5.88,1.14,14411.45,740.67,113.387,41.385
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Construction,22.5,4169.88,252.76,14.31,10.8,14411.45,740.67,113.387,41.385
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Energy_Utilities,7.5,852.15,29.7,8.8704,4.8,14411.45,740.67,113.387,41.385
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Health_Social,11.25,1304.73,177.88,8.748,7.875,14411.45,740.67,113.387,41.385
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Manufacturing,16.5,5517.6,109.3,21.9186,6.93,14411.45,740.67,113.387,41.385
hospitals_P3,Europe,Health_General,75000000.0,eora26,calibrated_benchmark,0,Mining_Extraction,3.75,967.68,21.74,5.832,2.1,14411.45,740.67,113.387,41.385
