project,region,sector_code,investment_usd,db_used,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P3,Europe,Health_General,75000000.0,benchmark,2,Mining_Extraction,3.20622,738.71,16.16,4.617,1.79548,22505.86,993.31,178.525,69.423
hospitals_P3,Europe,Health_General,75000000.0,benchmark,2,Transport_Logistics,1.74884,244.84,13.64,0.8185,1.0493,22505.86,993.31,178.525,69.423
hospitals_P3,Europe,Health_General,75000000.0,benchmark,2,Water_Waste,0.96406,74.23,9.02,6.5556,0.6652,22505.86,993.31,178.525,69.423
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Agriculture,0.34142,43.53,5.8,1.195,0.25948,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Construction,0.58197,99.87,5.54,0.3492,0.27935,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Energy_Utilities,0.97924,96.75,3.53,1.0341,0.62672,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Health_Social,0.63356,67.41,8.21,0.4562,0.44349,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Manufacturing,1.7193,522.67,9.9,2.1147,0.72211,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Mining_Extraction,1.43699,331.08,7.24,2.0693,0.80472,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Transport_Logistics,0.78845,110.38,6.15,0.369,0.47307,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,3,Water_Waste,0.43205,33.27,4.04,2.938,0.29812,23810.82,1043.72,189.051,73.33
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Agriculture,0.15349,19.57,2.61,0.5372,0.11666,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Construction,0.26263,45.07,2.5,0.1576,0.12606,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Energy_Utilities,0.44043,43.51,1.59,0.4651,0.28188,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Health_Social,0.28434,30.25,3.69,0.2047,0.19904,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Manufacturing,0.77299,234.99,4.45,0.9508,0.32466,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Mining_Extraction,0.64849,149.41,3.27,0.9338,0.36315,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Transport_Logistics,0.35473,49.66,2.77,0.166,0.21284,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,4,Water_Waste,0.1944,14.97,1.82,1.3219,0.13414,24398.25,1066.42,193.788,75.089
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Agriculture,0.06904,8.8,1.17,0.2416,0.05247,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Construction,0.11819,20.28,1.13,0.0709,0.05673,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Energy_Utilities,0.19828,19.59,0.71,0.2094,0.1269,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Health_Social,0.12795,13.61,1.66,0.0921,0.08956,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Manufacturing,0.34816,105.84,2.01,0.4282,0.14623,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Mining_Extraction,0.2919,67.25,1.47,0.4203,0.16347,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Transport_Logistics,0.15968,22.36,1.25,0.0747,0.09581,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,5,Water_Waste,0.08747,6.74,0.82,0.5948,0.06036,24662.72,1076.64,195.92,75.88
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Agriculture,0.03107,3.96,0.53,0.1088,0.02361,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Construction,0.05322,9.13,0.51,0.0319,0.02554,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Energy_Utilities,0.08926,8.82,0.32,0.0943,0.05713,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Health_Social,0.05759,6.13,0.75,0.0415,0.04032,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Manufacturing,0.15673,47.65,0.9,0.1928,0.06583,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Mining_Extraction,0.13143,30.28,0.66,0.1893,0.0736,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Transport_Logistics,0.07188,10.06,0.56,0.0336,0.04313,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,6,Water_Waste,0.03938,3.03,0.37,0.2678,0.02717,24781.78,1081.24,196.88,76.237
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Agriculture,0.01399,1.78,0.24,0.049,0.01063,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Construction,0.02396,4.11,0.23,0.0144,0.0115,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Energy_Utilities,0.04018,3.97,0.14,0.0424,0.02572,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Health_Social,0.02593,2.76,0.34,0.0187,0.01815,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Manufacturing,0.07056,21.45,0.41,0.0868,0.02964,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Mining_Extraction,0.05917,13.63,0.3,0.0852,0.03313,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Transport_Logistics,0.03236,4.53,0.25,0.0151,0.01942,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,7,Water_Waste,0.01773,1.36,0.17,0.1205,0.01223,24835.37,1083.32,197.312,76.397
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Agriculture,0.0063,0.8,0.11,0.022,0.00479,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Construction,0.01079,1.85,0.1,0.0065,0.00518,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Energy_Utilities,0.01809,1.79,0.07,0.0191,0.01158,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Health_Social,0.01167,1.24,0.15,0.0084,0.00817,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Manufacturing,0.03177,9.66,0.18,0.0391,0.01334,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Mining_Extraction,0.02664,6.14,0.13,0.0384,0.01492,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Transport_Logistics,0.01457,2.04,0.11,0.0068,0.00874,24859.5,1084.24,197.506,76.469
hospitals_P3,Europe,Health_General,75000000.0,benchmark,8,Water_Waste,0.00798,0.61,0.07,0.0543,0.00551,24859.5,1084.24,197.506,76.469
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Agriculture,0.3,50.4,11.1,2.475,0.228,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Construction,11.4,3511.2,252.17,14.136,5.472,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Energy_Utilities,3.0,1083.0,22.2,5.94,1.92,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Health_Social,0.9,178.92,26.24,1.2555,0.63,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Manufacturing,9.6,5034.24,116.74,21.888,4.032,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Mining_Extraction,2.1,927.36,22.34,5.7456,1.176,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Transport_Logistics,2.1,485.1,31.08,1.7892,1.26,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,0,Water_Waste,0.6,97.68,11.38,7.44,0.414,11367.9,493.25,60.669,15.132
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Agriculture,0.5118,85.98,18.94,4.2224,0.38897,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Construction,1.425,438.9,31.52,1.767,0.684,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Energy_Utilities,2.0055,723.99,14.84,3.9709,1.28352,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Health_Social,1.3488,268.14,39.33,1.8816,0.94416,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Manufacturing,4.0605,2129.33,49.38,9.2579,1.70541,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Mining_Extraction,3.3012,1457.81,35.12,9.0321,1.84867,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Transport_Logistics,1.65,381.15,24.42,1.4058,0.99,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,1,Water_Waste,0.7602,123.76,14.41,9.4265,0.52454,16976.96,721.21,101.634,23.501
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Agriculture,0.3117,52.37,11.53,2.5716,0.2369,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Construction,0.59899,184.49,13.25,0.7427,0.28751,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Energy_Utilities,0.96228,347.38,7.12,1.9053,0.61586,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Health_Social,0.6222,123.69,18.14,0.868,0.43554,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Manufacturing,1.7491,917.23,21.27,3.988,0.73462,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Mining_Extraction,1.47352,650.71,15.68,4.0316,0.82517,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Transport_Logistics,0.77886,179.92,11.53,0.6636,0.46731,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,2,Water_Waste,0.41315,67.26,7.83,5.1231,0.28508,19500.01,827.56,121.527,27.389
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Agriculture,0.15025,25.24,5.56,1.2396,0.11419,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Construction,0.26546,81.76,5.87,0.3292,0.12742,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Energy_Utilities,0.44096,159.19,3.26,0.8731,0.28222,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Health_Social,0.28407,56.47,8.28,0.3963,0.19885,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Manufacturing,0.78178,409.97,9.51,1.7825,0.32835,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Mining_Extraction,0.65549,289.46,6.97,1.7934,0.36707,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Transport_Logistics,0.35531,82.08,5.26,0.3027,0.21318,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,3,Water_Waste,0.193,31.42,3.66,2.3932,0.13317,20635.6,875.93,130.637,29.154
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Agriculture,0.06895,11.58,2.55,0.5688,0.0524,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Construction,0.11919,36.71,2.64,0.1478,0.05721,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Energy_Utilities,0.19931,71.95,1.47,0.3946,0.12756,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Health_Social,0.12852,25.55,3.75,0.1793,0.08997,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Manufacturing,0.35089,184.01,4.27,0.8,0.14737,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Mining_Extraction,0.29435,129.98,3.13,0.8053,0.16483,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Transport_Logistics,0.16053,37.08,2.38,0.1368,0.09632,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,4,Water_Waste,0.08774,14.28,1.66,1.088,0.06054,21146.74,897.78,134.758,29.95
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Agriculture,0.03121,5.24,1.15,0.2575,0.02372,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Construction,0.0536,16.51,1.19,0.0665,0.02573,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Energy_Utilities,0.08983,32.43,0.66,0.1779,0.05749,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Health_Social,0.05795,11.52,1.69,0.0808,0.04057,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Manufacturing,0.15787,82.79,1.92,0.3599,0.0663,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Mining_Extraction,0.13238,58.46,1.41,0.3622,0.07413,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Transport_Logistics,0.07235,16.71,1.07,0.0616,0.04341,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,5,Water_Waste,0.0396,6.45,0.75,0.4911,0.02733,21376.85,907.62,136.616,30.309
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Agriculture,0.01407,2.36,0.52,0.1161,0.0107,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Construction,0.02413,7.43,0.53,0.0299,0.01158,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Energy_Utilities,0.04045,14.6,0.3,0.0801,0.02589,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Health_Social,0.0261,5.19,0.76,0.0364,0.01827,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Manufacturing,0.07105,37.26,0.86,0.162,0.02984,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Mining_Extraction,0.05958,26.31,0.63,0.163,0.03337,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Transport_Logistics,0.03258,7.53,0.48,0.0278,0.01955,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,6,Water_Waste,0.01784,2.9,0.34,0.2212,0.01231,21480.43,912.04,137.452,30.47
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Agriculture,0.00634,1.06,0.23,0.0523,0.00482,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Construction,0.01086,3.35,0.24,0.0135,0.00521,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Energy_Utilities,0.01821,6.58,0.13,0.0361,0.01166,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Health_Social,0.01175,2.34,0.34,0.0164,0.00823,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Manufacturing,0.03199,16.77,0.39,0.0729,0.01343,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Mining_Extraction,0.02682,11.84,0.29,0.0734,0.01502,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Transport_Logistics,0.01467,3.39,0.22,0.0125,0.0088,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,7,Water_Waste,0.00803,1.31,0.15,0.0996,0.00554,21527.07,914.03,137.829,30.543
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Agriculture,0.00285,0.48,0.11,0.0235,0.00217,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Construction,0.00489,1.51,0.11,0.0061,0.00235,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Energy_Utilities,0.0082,2.96,0.06,0.0162,0.00525,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Health_Social,0.00529,1.05,0.15,0.0074,0.0037,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Manufacturing,0.0144,7.55,0.18,0.0328,0.00605,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Mining_Extraction,0.01207,5.33,0.13,0.033,0.00676,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Transport_Logistics,0.0066,1.53,0.1,0.0056,0.00396,21548.07,914.94,137.998,30.576
hydro_P1,Africa,Energy,30000000.0,benchmark,8,Water_Waste,0.00362,0.59,0.07,0.0449,0.0025,21548.07,914.94,137.998,30.576
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Agriculture,1.5,247.5,51.75,11.625,1.14,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Construction,57.0,16302.0,1101.24,64.752,27.36,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Energy_Utilities,15.0,4788.0,99.0,27.36,9.6,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Health_Social,4.5,831.6,115.02,5.8725,3.15,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Manufacturing,48.0,23712.0,545.28,106.56,20.16,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Mining_Extraction,10.5,4368.0,104.37,27.972,5.88,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Transport_Logistics,10.5,2296.88,144.9,8.694,6.3,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,0,Water_Waste,3.0,435.6,49.68,36.48,2.07,52981.58,2211.24,289.316,75.66
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Agriculture,2.559,422.24,88.29,19.8323,1.94484,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Construction,7.125,2037.75,137.66,8.094,3.42,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Energy_Utilities,10.0275,3200.78,66.18,18.2902,6.4176,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Health_Social,6.744,1246.29,172.38,8.8009,4.7208,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Manufacturing,20.3025,10029.44,230.64,45.0715,8.52705,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Mining_Extraction,16.506,6866.5,164.07,43.972,9.24336,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Transport_Logistics,8.25,1804.69,113.85,6.831,4.95,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,1,Water_Waste,3.801,551.91,62.94,46.2202,2.62269,79141.18,3247.25,486.428,117.506
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Agriculture,1.55852,257.16,53.77,12.0785,1.18448,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Construction,2.99494,856.55,57.86,3.4023,1.43757,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Energy_Utilities,4.81142,1535.81,31.76,8.776,3.07931,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Health_Social,3.11098,574.91,79.52,4.0598,2.17769,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Manufacturing,8.74551,4320.28,99.35,19.415,3.67311,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Mining_Extraction,7.3676,3064.92,73.23,19.6273,4.12586,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Transport_Logistics,3.89428,851.87,53.74,3.2245,2.33657,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,2,Water_Waste,2.06576,299.95,34.21,25.1197,1.42538,90902.63,3730.69,582.131,136.946
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Agriculture,0.75125,123.96,25.92,5.8222,0.57095,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Construction,1.32729,379.6,25.64,1.5078,0.6371,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Energy_Utilities,2.20481,703.78,14.55,4.0216,1.41108,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Health_Social,1.42036,262.48,36.3,1.8536,0.99425,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Manufacturing,3.90891,1931.0,44.41,8.6778,1.64174,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Mining_Extraction,3.27744,1363.41,32.58,8.7311,1.83537,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Transport_Logistics,1.77654,388.62,24.52,1.471,1.06592,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,3,Water_Waste,0.965,140.12,15.98,11.7345,0.66585,96195.6,3950.59,625.95,145.769
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Agriculture,0.34473,56.88,11.89,2.6717,0.262,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Construction,0.59593,170.44,11.51,0.677,0.28605,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Energy_Utilities,0.99655,318.1,6.58,1.8177,0.63779,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Health_Social,0.64262,118.76,16.43,0.8386,0.44983,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Manufacturing,1.75445,866.7,19.93,3.8949,0.73687,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Mining_Extraction,1.47174,612.24,14.63,3.9207,0.82417,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Transport_Logistics,0.80265,175.58,11.08,0.6646,0.48159,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,4,Water_Waste,0.4387,63.7,7.26,5.3346,0.3027,98578.0,4049.9,645.77,149.75
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Agriculture,0.15605,25.75,5.38,1.2094,0.1186,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Construction,0.26801,76.65,5.18,0.3045,0.12864,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Energy_Utilities,0.44916,143.37,2.96,0.8193,0.28746,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Health_Social,0.28975,53.55,7.41,0.3781,0.20283,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Manufacturing,0.78934,389.93,8.97,1.7523,0.33152,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Mining_Extraction,0.66192,275.36,6.58,1.7634,0.37067,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Transport_Logistics,0.36174,79.13,4.99,0.2995,0.21704,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,5,Water_Waste,0.19802,28.75,3.28,2.4079,0.13663,99650.49,4094.65,654.704,151.543
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Agriculture,0.07037,11.61,2.43,0.5454,0.05348,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Construction,0.12063,34.5,2.33,0.137,0.0579,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Energy_Utilities,0.20227,64.57,1.34,0.3689,0.12945,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Health_Social,0.13051,24.12,3.34,0.1703,0.09135,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Manufacturing,0.35527,175.51,4.04,0.7887,0.14922,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Mining_Extraction,0.29792,123.93,2.96,0.7937,0.16684,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Transport_Logistics,0.1629,35.63,2.25,0.1349,0.09774,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,6,Water_Waste,0.08921,12.95,1.48,1.0848,0.06156,100133.31,4114.82,658.728,152.35
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Agriculture,0.03169,5.23,1.09,0.2456,0.02409,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Construction,0.0543,15.53,1.05,0.0617,0.02607,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Energy_Utilities,0.09107,29.07,0.6,0.1661,0.05829,100350.67,4123.89,660.54,152.714
