project,region,sector_code,investment_usd,db_used,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Health_Social,0.05876,10.86,1.5,0.0767,0.04113,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Manufacturing,0.15993,79.01,1.82,0.3551,0.06717,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Mining_Extraction,0.13411,55.79,1.33,0.3573,0.0751,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Transport_Logistics,0.07334,16.04,1.01,0.0607,0.04401,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,7,Water_Waste,0.04017,5.83,0.67,0.4885,0.02772,100350.67,4123.89,660.54,152.714
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Agriculture,0.01427,2.35,0.49,0.1106,0.01085,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Construction,0.02445,6.99,0.47,0.0278,0.01173,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Energy_Utilities,0.041,13.09,0.27,0.0748,0.02624,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Health_Social,0.02645,4.89,0.68,0.0345,0.01852,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Manufacturing,0.072,35.57,0.82,0.1598,0.03024,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Mining_Extraction,0.06037,25.12,0.6,0.1608,0.03381,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Transport_Logistics,0.03302,7.22,0.46,0.0273,0.01981,100448.53,4127.98,661.355,152.878
hydro_P2,Asia,Energy,150000000.0,benchmark,8,Water_Waste,0.01809,2.63,0.3,0.2199,0.01248,100448.53,4127.98,661.355,152.878
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Agriculture,0.02,2.55,0.34,0.07,0.0152,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Construction,0.76,130.42,7.24,0.456,0.3648,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Energy_Utilities,0.2,19.76,0.72,0.2112,0.128,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Health_Social,0.06,6.38,0.78,0.0432,0.042,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Manufacturing,0.64,194.56,3.69,0.7872,0.2688,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Mining_Extraction,0.14,32.26,0.71,0.2016,0.0784,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Transport_Logistics,0.14,19.6,1.09,0.0655,0.084,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,0,Water_Waste,0.04,3.08,0.37,0.272,0.0276,408.61,14.94,2.107,1.009
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Agriculture,0.03412,4.35,0.58,0.1194,0.02593,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Construction,0.095,16.3,0.9,0.057,0.0456,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Energy_Utilities,0.1337,13.21,0.48,0.1412,0.08557,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Health_Social,0.08992,9.57,1.17,0.0647,0.06294,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Manufacturing,0.2707,82.29,1.56,0.333,0.11369,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Mining_Extraction,0.22008,50.71,1.11,0.3169,0.12324,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Transport_Logistics,0.11,15.4,0.86,0.0515,0.066,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,1,Water_Waste,0.05068,3.9,0.47,0.3446,0.03497,604.34,22.07,3.535,1.567
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Agriculture,0.02078,2.65,0.35,0.0727,0.01579,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Construction,0.03993,6.85,0.38,0.024,0.01917,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Energy_Utilities,0.06415,6.34,0.23,0.0677,0.04106,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Health_Social,0.04148,4.41,0.54,0.0299,0.02904,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Manufacturing,0.11661,35.45,0.67,0.1434,0.04897,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Mining_Extraction,0.09823,22.63,0.5,0.1415,0.05501,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Transport_Logistics,0.05192,7.27,0.41,0.0243,0.03115,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,2,Water_Waste,0.02754,2.12,0.26,0.1873,0.01901,692.06,25.41,4.226,1.826
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Agriculture,0.01002,1.28,0.17,0.0351,0.00761,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Construction,0.0177,3.04,0.17,0.0106,0.00849,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Energy_Utilities,0.0294,2.9,0.11,0.031,0.01881,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Health_Social,0.01894,2.02,0.25,0.0136,0.01326,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Manufacturing,0.05212,15.84,0.3,0.0641,0.02189,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Mining_Extraction,0.0437,10.07,0.22,0.0629,0.02447,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Transport_Logistics,0.02369,3.32,0.18,0.0111,0.01421,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,3,Water_Waste,0.01287,0.99,0.12,0.0875,0.00888,731.52,26.93,4.542,1.944
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Agriculture,0.0046,0.59,0.08,0.0161,0.00349,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Construction,0.00795,1.36,0.08,0.0048,0.00381,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Energy_Utilities,0.01329,1.31,0.05,0.014,0.0085,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Health_Social,0.00857,0.91,0.11,0.0062,0.006,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Manufacturing,0.02339,7.11,0.13,0.0288,0.00982,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Mining_Extraction,0.01962,4.52,0.1,0.0283,0.01099,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Transport_Logistics,0.0107,1.5,0.08,0.005,0.00642,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,4,Water_Waste,0.00585,0.45,0.05,0.0398,0.00404,749.27,27.61,4.685,1.997
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Agriculture,0.00208,0.27,0.04,0.0073,0.00158,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Construction,0.00357,0.61,0.03,0.0021,0.00172,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Energy_Utilities,0.00599,0.59,0.02,0.0063,0.00383,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Health_Social,0.00386,0.41,0.05,0.0028,0.0027,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Manufacturing,0.01052,3.2,0.06,0.0129,0.00442,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Mining_Extraction,0.00883,2.03,0.04,0.0127,0.00494,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Transport_Logistics,0.00482,0.68,0.04,0.0023,0.00289,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,5,Water_Waste,0.00264,0.2,0.02,0.018,0.00182,757.26,27.91,4.749,2.021
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Agriculture,0.00094,0.12,0.02,0.0033,0.00071,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Construction,0.00161,0.28,0.02,0.001,0.00077,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Energy_Utilities,0.0027,0.27,0.01,0.0028,0.00173,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Health_Social,0.00174,0.19,0.02,0.0013,0.00122,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Manufacturing,0.00474,1.44,0.03,0.0058,0.00199,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Mining_Extraction,0.00397,0.92,0.02,0.0057,0.00222,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Transport_Logistics,0.00217,0.3,0.02,0.001,0.0013,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,6,Water_Waste,0.00119,0.09,0.01,0.0081,0.00082,760.87,28.06,4.778,2.031
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Agriculture,0.00042,0.05,0.01,0.0015,0.00032,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Construction,0.00072,0.12,0.01,0.0004,0.00035,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Energy_Utilities,0.00121,0.12,0.0,0.0013,0.00078,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Health_Social,0.00078,0.08,0.01,0.0006,0.00055,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Manufacturing,0.00213,0.65,0.01,0.0026,0.0009,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Mining_Extraction,0.00179,0.41,0.01,0.0026,0.001,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Transport_Logistics,0.00098,0.14,0.01,0.0005,0.00059,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,7,Water_Waste,0.00054,0.04,0.01,0.0036,0.00037,762.48,28.13,4.791,2.036
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Agriculture,0.00019,0.02,0.0,0.0007,0.00014,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Construction,0.00033,0.06,0.0,0.0002,0.00016,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Energy_Utilities,0.00055,0.05,0.0,0.0006,0.00035,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Health_Social,0.00035,0.04,0.0,0.0003,0.00025,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Manufacturing,0.00096,0.29,0.01,0.0012,0.0004,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Mining_Extraction,0.0008,0.19,0.0,0.0012,0.00045,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Transport_Logistics,0.00044,0.06,0.0,0.0002,0.00026,763.21,28.14,4.797,2.038
hydro_P3,Europe,Energy,2000000.0,benchmark,8,Water_Waste,0.00024,0.02,0.0,0.0016,0.00017,763.21,28.14,4.797,2.038
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Agriculture,20.165,2571.04,342.81,70.5775,15.3254,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Construction,705.775,121110.99,6718.98,423.465,338.772,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Energy_Utilities,201.65,19923.02,725.94,212.9424,129.056,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Health_Social,80.66,8582.22,1045.35,58.0752,56.462,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Manufacturing,564.62,171644.48,3252.21,694.4826,237.1404,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Mining_Extraction,161.32,37168.13,813.05,232.3008,90.3392,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Transport_Logistics,201.65,28231.0,1572.87,94.3722,120.99,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,0,Water_Waste,80.66,6210.82,754.98,548.488,55.6554,395441.7,15226.19,2334.704,1043.74
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Agriculture,34.11918,4350.2,580.03,119.4171,25.93058,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Construction,89.9359,15433.0,856.19,53.9615,43.16923,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Energy_Utilities,136.01292,13438.08,489.65,143.6296,87.04827,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Health_Social,90.92399,9674.31,1178.37,65.4653,63.64679,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Manufacturing,264.1615,80305.1,1521.57,324.9186,110.94783,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Mining_Extraction,208.22379,47974.76,1049.45,299.8423,116.60532,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Transport_Logistics,109.2943,15301.2,852.5,51.1497,65.57658,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,1,Water_Waste,51.90471,3996.66,485.83,352.952,35.81425,585915.01,22239.78,3746.04,1592.479
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Agriculture,20.50543,2614.44,348.59,71.769,15.58412,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Construction,38.91331,6677.52,370.45,23.348,18.67839,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Energy_Utilities,62.78101,6202.76,226.01,66.2967,40.17984,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Health_Social,40.75947,4336.81,528.24,29.3468,28.53163,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Manufacturing,112.99377,34350.11,650.84,138.9823,47.45738,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Mining_Extraction,95.73511,22057.37,482.5,137.8586,53.61166,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Transport_Logistics,50.75036,7105.05,395.85,23.7512,30.45022,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,2,Water_Waste,27.19266,2093.84,254.52,184.9101,18.76294,671352.91,25496.78,4422.302,1845.735
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Agriculture,9.79984,1249.48,166.6,34.2995,7.44788,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Construction,17.2168,2954.4,163.9,10.3301,8.26407,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Energy_Utilities,28.69271,2834.84,103.29,30.2995,18.36334,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Health_Social,18.49373,1967.73,239.68,13.3155,12.94561,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Manufacturing,50.78882,15439.8,292.54,62.4702,21.3313,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Mining_Extraction,42.52554,9797.88,214.33,61.2368,23.8143,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Transport_Logistics,23.10779,3235.09,180.24,10.8144,13.86467,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,3,Water_Waste,12.57205,968.05,117.67,85.4899,8.67471,709800.18,26975.03,4730.558,1960.441
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Agriculture,4.48548,571.9,76.25,15.6992,3.40896,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Construction,7.74308,1328.71,73.71,4.6458,3.71668,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Energy_Utilities,12.95265,1279.72,46.63,13.678,8.28969,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Health_Social,8.35425,888.89,108.27,6.0151,5.84798,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Manufacturing,22.79029,6928.25,131.27,28.0321,9.57192,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Mining_Extraction,19.12191,4405.69,96.37,27.5355,10.70827,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Transport_Logistics,10.4323,1460.52,81.37,4.8823,6.25938,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,4,Water_Waste,5.70488,439.28,53.4,38.7932,3.93637,727103.14,27642.3,4869.84,2012.181
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Agriculture,2.02856,258.64,34.49,7.1,1.54171,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Construction,3.48221,597.55,33.15,2.0893,1.67146,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Energy_Utilities,5.83705,576.7,21.01,6.1639,3.73571,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Health_Social,3.76561,400.66,48.8,2.7112,2.63592,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Manufacturing,10.2565,3117.98,59.08,12.6155,4.30773,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Mining_Extraction,8.60028,1981.5,43.35,12.3844,4.81616,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Transport_Logistics,4.70085,658.12,36.67,2.2,2.82051,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,5,Water_Waste,2.57355,198.16,24.09,17.5001,1.77575,734892.45,27942.94,4932.604,2035.486
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Agriculture,0.91449,116.6,15.55,3.2007,0.69501,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Construction,1.56745,268.97,14.92,0.9405,0.75238,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Energy_Utilities,2.62843,259.69,9.46,2.7756,1.6822,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Health_Social,1.69587,180.44,21.98,1.221,1.18711,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Manufacturing,4.6164,1403.38,26.59,5.6782,1.93889,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Mining_Extraction,3.87117,891.92,19.51,5.5745,2.16785,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Transport_Logistics,2.11681,296.35,16.51,0.9907,1.27009,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,6,Water_Waste,1.15932,89.27,10.85,7.8834,0.79993,738399.07,28078.31,4960.869,2045.979
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Agriculture,0.41186,52.51,7.0,1.4415,0.31301,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Construction,0.70561,121.08,6.72,0.4234,0.33869,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Energy_Utilities,1.1834,116.92,4.26,1.2497,0.75738,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Health_Social,0.76356,81.24,9.9,0.5498,0.53449,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Manufacturing,2.07819,631.77,11.97,2.5562,0.87284,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Mining_Extraction,1.74265,401.51,8.78,2.5094,0.97589,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Transport_Logistics,0.95305,133.43,7.43,0.446,0.57183,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,7,Water_Waste,0.52201,40.19,4.89,3.5497,0.36019,739977.72,28139.26,4973.594,2050.703
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Agriculture,0.18544,23.64,3.15,0.649,0.14093,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Construction,0.31766,54.51,3.02,0.1906,0.15247,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Energy_Utilities,0.53277,52.64,1.92,0.5626,0.34097,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Health_Social,0.34376,36.58,4.46,0.2475,0.24063,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Manufacturing,0.93558,284.42,5.39,1.1508,0.39294,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Mining_Extraction,0.78452,180.75,3.95,1.1297,0.43933,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Transport_Logistics,0.42907,60.07,3.35,0.2008,0.25744,740688.43,28166.7,4979.323,2052.83
rail_P1,Europe,Rail_Dev,2016500000.0000002,benchmark,8,Water_Waste,0.23502,18.1,2.2,1.5981,0.16216,740688.43,28166.7,4979.323,2052.83
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Agriculture,0.00142,0.18,0.02,0.005,0.00108,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Construction,0.01417,2.43,0.13,0.0085,0.0068,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Energy_Utilities,0.04959,4.9,0.18,0.0524,0.03174,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Health_Social,0.01134,1.21,0.15,0.0082,0.00794,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Manufacturing,0.02126,6.46,0.12,0.0261,0.00893,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Mining_Extraction,0.00708,1.63,0.04,0.0102,0.00397,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Transport_Logistics,0.02834,3.97,0.22,0.0133,0.017,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,0,Water_Waste,0.0085,0.65,0.08,0.0578,0.00587,21.43,0.94,0.182,0.083
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Agriculture,0.00236,0.3,0.04,0.0083,0.00179,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Construction,0.00449,0.77,0.04,0.0027,0.00216,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Energy_Utilities,0.00901,0.89,0.03,0.0095,0.00576,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Health_Social,0.00592,0.63,0.08,0.0043,0.00414,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Manufacturing,0.01336,4.06,0.08,0.0164,0.00561,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Mining_Extraction,0.01207,2.78,0.06,0.0174,0.00676,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Transport_Logistics,0.00699,0.98,0.05,0.0033,0.0042,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,1,Water_Waste,0.00425,0.33,0.04,0.0289,0.00294,32.17,1.36,0.272,0.117
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Agriculture,0.00124,0.16,0.02,0.0044,0.00095,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Construction,0.00214,0.37,0.02,0.0013,0.00103,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Energy_Utilities,0.00374,0.37,0.01,0.0039,0.00239,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Health_Social,0.00242,0.26,0.03,0.0017,0.0017,37.05,1.55,0.312,0.131
