project,region,sector_code,investment_usd,database,db_data_source,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Energy_Utilities,0.86043,273.34,5.54,1.6185,0.55068,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Health_Social,0.50698,94.74,13.16,0.686,0.35489,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Manufacturing,1.44138,725.63,15.42,3.2206,0.60538,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Mining_Extraction,1.20467,516.02,11.28,3.1641,0.67461,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Transport_Logistics,0.62738,140.58,8.45,0.5131,0.37643,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,2,Water_Waste,0.34005,52.59,5.8,3.9636,0.23463,14876.84,640.67,106.29,23.487
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Agriculture,0.12479,20.55,4.06,0.9986,0.09484,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Construction,0.21826,65.21,4.35,0.2625,0.10476,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Energy_Utilities,0.40312,128.06,2.6,0.7583,0.25799,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Health_Social,0.23327,43.59,6.05,0.3156,0.16329,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Manufacturing,0.66472,334.63,7.11,1.4852,0.27918,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Mining_Extraction,0.56869,243.6,5.32,1.4937,0.31847,15802.98,676.85,113.716,24.993
